ID,Estradas,Numero_Estradas,Descricoes,Comprimento,Data_Inicio,Hora_Inicio,Data_Fim,Hora_Fim,Categoria,Magnitude,Coordenadas,Cidade,Versao,Diferenca
a5e6a569455dd5dcd76b0a824ae81f3b,"",0,"Transito parado",157.2301499071,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7210815133,-9.1417126798",Lisboa,1,0.5
a5e6a569455dd5dcd76b0a824ae81f3b,"",0,"Transito parado",157.2301499071,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7207475371,-9.1418548369",Lisboa,1,0.5
a5e6a569455dd5dcd76b0a824ae81f3b,"",0,"Transito parado",157.2301499071,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7206027503,-9.1419071399",Lisboa,1,0.5
3aac6cf1266ac76c66a2eae57bbf9907,"",0,"Encerrado/a,Trabalhos na estrada",91.9600229168,2021-05-14,23,2021-05-15,19,Estrada fechada,Indefinido,"38.7501754027,-9.1406424784",Lisboa,1,20.0
3aac6cf1266ac76c66a2eae57bbf9907,"",0,"Encerrado/a,Trabalhos na estrada",91.9600229168,2021-05-14,23,2021-05-15,19,Estrada fechada,Indefinido,"38.7504597573,-9.1407940232",Lisboa,1,20.0
3aac6cf1266ac76c66a2eae57bbf9907,"",0,"Encerrado/a,Trabalhos na estrada",91.9600229168,2021-05-14,23,2021-05-15,19,Estrada fechada,Indefinido,"38.7507722192,-9.1409616613",Lisboa,1,20.0
3aac6cf1266ac76c66a2eae57bbf9907,"",0,"Encerrado/a,Trabalhos na estrada",91.9600229168,2021-05-14,23,2021-05-15,19,Estrada fechada,Indefinido,"38.750833927,-9.1409978711",Lisboa,1,20.0
3aac6cf1266ac76c66a2eae57bbf9907,"",0,"Encerrado/a,Trabalhos na estrada",91.9600229168,2021-05-14,23,2021-05-15,19,Estrada fechada,Indefinido,"38.7508473275,-9.1410112821",Lisboa,1,20.0
3aac6cf1266ac76c66a2eae57bbf9907,"",0,"Encerrado/a,Trabalhos na estrada",91.9600229168,2021-05-14,23,2021-05-15,19,Estrada fechada,Indefinido,"38.7508473275,-9.1410287165",Lisboa,1,20.0
3aac6cf1266ac76c66a2eae57bbf9907,"",0,"Encerrado/a,Trabalhos na estrada",91.9600229168,2021-05-14,23,2021-05-15,19,Estrada fechada,Indefinido,"38.7508151009,-9.141125276",Lisboa,1,20.0
28d9427107824d7c356791908a411c01,"",0,"Transito parado",196.0954497416,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7203385497,-9.1401033544",Lisboa,3,0.5
28d9427107824d7c356791908a411c01,"",0,"Transito parado",196.0954497416,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7203613076,-9.1399933838",Lisboa,3,0.5
28d9427107824d7c356791908a411c01,"",0,"Transito parado",196.0954497416,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7203827576,-9.1399155998",Lisboa,3,0.5
28d9427107824d7c356791908a411c01,"",0,"Transito parado",196.0954497416,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7204243496,-9.1398391568",Lisboa,3,0.5
28d9427107824d7c356791908a411c01,"",0,"Transito parado",196.0954497416,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7204806557,-9.1397694194",Lisboa,3,0.5
28d9427107824d7c356791908a411c01,"",0,"Transito parado",196.0954497416,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7205048523,-9.1397560083",Lisboa,3,0.5
28d9427107824d7c356791908a411c01,"",0,"Transito parado",196.0954497416,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7205423897,-9.1397439384",Lisboa,3,0.5
28d9427107824d7c356791908a411c01,"",0,"Transito parado",196.0954497416,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7206201457,-9.1397211396",Lisboa,3,0.5
28d9427107824d7c356791908a411c01,"",0,"Transito parado",196.0954497416,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7206671,-9.1397037052",Lisboa,3,0.5
28d9427107824d7c356791908a411c01,"",0,"Transito parado",196.0954497416,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7208507972,-9.1396446966",Lisboa,3,0.5
28d9427107824d7c356791908a411c01,"",0,"Transito parado",196.0954497416,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7209339806,-9.1396192157",Lisboa,3,0.5
28d9427107824d7c356791908a411c01,"",0,"Transito parado",196.0954497416,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7211860809,-9.1395414316",Lisboa,3,0.5
28d9427107824d7c356791908a411c01,"",0,"Transito parado",196.0954497416,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7212705719,-9.1395253383",Lisboa,3,0.5
28d9427107824d7c356791908a411c01,"",0,"Transito parado",196.0954497416,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7213980275,-9.139495834",Lisboa,3,0.5
28d9427107824d7c356791908a411c01,"",0,"Transito parado",196.0954497416,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7218941803,-9.1394140267",Lisboa,3,0.5
28d9427107824d7c356791908a411c01,"",0,"Transito parado",196.0954497416,2021-05-15,15,2021-05-15,16,Congestionamento,Elevado,"38.7219103328,-9.1394113445",Lisboa,3,0.5
