reward,time
367.0,3.34372878074646
367.0,3.1858901977539062
359.0,3.0745439529418945
359.0,3.0617880821228027
359.0,2.966716766357422
359.0,2.906836986541748
367.0,3.0036232471466064
367.0,3.0157408714294434
367.0,3.0131900310516357
367.0,3.12362003326416
359.0,2.9199109077453613
359.0,2.9995388984680176
359.0,3.5833382606506348
367.0,3.907439947128296
366.0,3.9754858016967773
359.0,3.583857297897339
367.0,3.820260763168335
359.0,3.8787269592285156
367.0,3.572746992111206
367.0,3.5158791542053223
367.0,3.4757587909698486
116.0,2.9140102863311768
146.0,3.085758924484253
146.0,2.9668190479278564
146.0,2.9428348541259766
146.0,2.906053066253662
146.0,2.901080846786499
146.0,2.843276023864746
146.0,2.88500714302063
146.0,2.8402278423309326
144.0,2.864008903503418
144.0,2.835339069366455
241.0,3.113281011581421
116.0,2.957095146179199
116.0,3.0510730743408203
146.0,3.4615890979766846
146.0,3.440960645675659
146.0,3.4779741764068604
304.0,3.7302989959716797
144.0,3.1769988536834717
304.0,3.4695820808410645
144.0,2.9761910438537598
144.0,2.9511849880218506
144.0,2.981631278991699
144.0,2.979524850845337
144.0,3.0049147605895996
144.0,3.323941230773926
144.0,3.223223924636841
144.0,3.277824878692627
304.0,3.6512551307678223
304.0,3.541347026824951
146.0,3.164700984954834
374.0,4.132909059524536
374.0,3.8233377933502197
374.0,3.660550117492676
338.0,3.160310983657837
338.0,3.063544988632202
339.0,3.1145150661468506
339.0,3.1932530403137207
339.0,3.11661696434021
374.0,3.3683130741119385
339.0,3.035991668701172
403.0,3.3187952041625977
403.0,3.4471280574798584
403.0,3.8011200428009033
403.0,3.4659440517425537
403.0,3.476923704147339
403.0,3.5101540088653564
403.0,3.2312991619110107
339.0,2.9846949577331543
339.0,3.0164880752563477
339.0,3.048095941543579
339.0,3.2086269855499268
339.0,2.906899929046631
339.0,2.8406901359558105
374.0,3.0539050102233887
374.0,3.1045658588409424
374.0,3.1545541286468506
403.0,3.178135871887207
339.0,2.958591938018799
374.0,3.4630541801452637
339.0,3.077198028564453
339.0,3.1126089096069336
374.0,3.3363499641418457
374.0,3.3373939990997314
374.0,3.3374361991882324
374.0,3.3919177055358887
374.0,3.3078861236572266
374.0,3.4293930530548096
360.0,3.6727590560913086
374.0,3.80531907081604
360.0,3.9376988410949707
374.0,3.8841488361358643
360.0,3.5030252933502197
360.0,3.4560229778289795
374.0,3.5754640102386475
360.0,3.404568672180176
360.0,3.888578176498413
95.0,2.7396981716156006
360.0,3.4212288856506348
374.0,3.3721261024475098
374.0,3.3958747386932373
374.0,3.4161322116851807
374.0,3.378682851791382
374.0,3.4042880535125732
374.0,3.4515109062194824
374.0,3.314021110534668
374.0,3.6701531410217285
298.0,3.2911598682403564
374.0,4.04938817024231
374.0,4.208901882171631
374.0,4.131281852722168
